27,-7108.0,-930.8,2376.76,5649009.11,7073.2,H
28,-6205.1,-2129.8,1754.73,3079086.42,6013.2,H
29,-4460.5,-3149.6,1413.59,1998239.48,4217.5,H
30,-4824.6,-3047.65,1447.01,2093834.14,4736.6,H
31,-5742.2,-2993.7,1600.43,2561370.61,5663.2,H
32,-915.8,-617.9,268.83,72271.38,836.0,H
33,-5299.9,-3202.5,1617.11,2615041.12,5252.9,H
34,-2893.4,-629.2,1035.55,1072371.51,2770.0,H
35,-5397.7,-2755.1,1443.63,2084061.3,5327.9,H
36,-8282.1,-1899.55,2685.5,7211900.04,8220.9,H
37,-5579.8,-1825.4,1671.19,2792892.2,5565.8,H
38,-4032.0,-1866.4,1287.66,1658073.81,3951.2,H
39,-1340.0,-638.2,419.47,175956.45,1298.2,S
40,-4763.2,-1803.2,1401.05,1962933.95,4655.0,S
41,-3130.3,-1388.65,750.16,562742.67,2824.9,S
42,-2529.9,-1170.75,752.6,566413.96,2456.7,S
43,-1488.8,-757.9,499.72,249716.02,1478.8,S
44,-3803.1,-1457.4,1085.42,1178138.52,3754.7,S
45,-11549.6,-981.5,4059.32,16478061.69,11510.2,S
46,-3836.5,-1256.2,1316.84,1734066.54,3819.5,S
47,-2028.3,-1208.3,646.36,417776.42,1948.7,S
48,-7951.0,-920.6,2607.61,6799606.14,7817.3,S
49,-1044.5,-240.9,361.09,130387.67,976.4,S
50,-4493.3,-1450.25,1572.3,2472139.25,4442.8,S
51,-4687.9,-1058.7,1407.81,1981916.85,4638.1,S
52,-4569.0,-2266.4,1076.98,1159883.31,4306.8,S
53,-7868.8,-3936.6,2510.76,6303901.27,7571.3,S
54,-2232.9,-778.3,672.21,451866.3,2209.8,S
55,-2919.2,-2151.85,740.14,547811.13,2104.9,S
56,-2783.0,-641.8,742.9,551894.09,2726.0,S
57,-4244.0,-1993.9,1216.39,1479611.64,4188.5,S
58,-2483.6,-1666.5,911.67,831148.07,2392.6,S
59,-4779.0,-1512.6,1457.24,2123534.19,4757.4,S
60,-3509.5,-2056.1,1079.56,1165448.85,3461.6,S
61,-4210.0,-2843.9,1191.22,1419007.79,4102.4,S
62,-2226.1,-991.5,561.71,315518.12,2073.2,S
63,-2805.9,-2064.95,994.27,988573.04,2478.8,S
64,-4976.5,-1570.5,1409.77,1987449.8,4922.2,S
65,-7239.4,-1614.7,2201.98,4848732.12,7165.4,S
66,-2432.3,-995.3,620.21,384666.01,2193.2,S
67,-2930.1,-1225.5,710.74,505156.71,2886.7,S
68,-1510.0,-1129.7,546.18,298311.61,1503.7,S
69,-1890.1,-1258.85,721.38,520391.08,1814.7,S
70,-4553.4,-1863.0,1374.21,1888455.84,4449.3,S
71,-3331.0,-1151.5,1093.96,1196743.44,3299.5,S
72,-3552.0,-1554.8,1168.57,1365554.38,3543.4,S
73,-6258.5,-1786.2,1855.17,3441671.28,6168.5,S
74,-6853.2,-1915.05,2192.99,4809195.75,6793.5,S
75,-4604.6,-2060.6,1506.76,2270321.14,4426.6,S
76,-3665.1,-1245.4,1136.95,1292658.99,3605.3,S
77,-3255.3,-1403.2,1095.83,1200846.14,3208.0,S
0,-5652.4,-2929.0,1445.67,2089962.39,5200.5,H
1,-1768.2,-939.4,532.11,283141.3,1525.1,H
2,-3373.0,-1739.2,1046.36,1094875.61,3334.5,H
3,-2301.0,-500.75,749.56,561843.2,2283.2,H
4,-1041.0,-389.0,336.31,113104.79,934.8,H
5,-3030.6,-1427.95,725.97,527027.34,2798.6,H
6,-3039.0,-491.7,966.84,934785.4,2987.8,H
7,-3651.8,-2079.6,951.55,905453.5,3523.8,H
8,-3326.8,-1307.8,877.72,770388.34,3319.6,H
9,-971.6,-510.6,242.11,58618.8,825.8,H
10,-2279.0,-889.7,666.75,444561.46,2244.8,H
11,-3471.6,-383.8,1168.51,1365407.74,3432.7,H
12,-3329.1,-2155.8,1065.91,1136161.08,3301.1,H
13,-2795.8,-958.9,776.14,602388.57,2630.8,H
14,-1985.5,-167.35,615.04,378279.82,1973.3,H
15,-2848.5,-1737.2,789.49,623289.97,2615.8,H
16,-1328.2,-512.1,440.13,193716.3,1280.4,H
17,-5188.2,-2069.2,2017.11,4068747.82,5122.2,H
18,-3219.9,-1832.5,928.05,861284.89,3114.5,H
19,-2729.0,-1897.15,810.78,657371.74,2633.7,H
